neighbourhood,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Private room,room_type_Shared room
Williamsburg,66.0,5.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Harlem,122.0,1.0,41.0,1.13,1.0,8.0,0,0,1,0,0,1,0,0
Washington Heights,64.0,15.0,1.0,0.03,1.0,0.0,0,0,1,0,0,1,0,0
Hell's Kitchen,135.0,2.0,8.0,0.34,1.0,0.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,33.0,2.0,11.0,0.31,1.0,0.0,0,1,0,0,0,0,1,0
Clinton Hill,70.0,2.0,0.0,0.0,2.0,0.0,0,1,0,0,0,0,1,0
Nolita,320.0,4.0,6.0,0.18,2.0,0.0,0,0,1,0,0,0,1,0
New Dorp Beach,62.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0
Theater District,130.0,30.0,1.0,0.45,1.0,188.0,0,0,1,0,0,1,0,0
East Village,95.0,1.0,7.0,0.19,1.0,0.0,0,0,1,0,0,0,1,0
Ridgewood,100.0,4.0,0.0,0.0,1.0,362.0,0,0,0,1,0,1,0,0
Midtown,90.0,5.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
Elmhurst,150.0,3.0,7.0,0.2,1.0,261.0,0,0,0,1,0,1,0,0
SoHo,350.0,5.0,1.0,0.03,1.0,0.0,0,0,1,0,0,1,0,0
Hell's Kitchen,120.0,30.0,6.0,0.19,31.0,322.0,0,0,1,0,0,1,0,0
Midtown,250.0,3.0,152.0,4.25,2.0,229.0,0,0,1,0,0,0,1,0
Crown Heights,106.0,1.0,30.0,0.85,1.0,0.0,0,1,0,0,0,1,0,0
Astoria,65.0,30.0,6.0,0.17,8.0,201.0,0,0,0,1,0,1,0,0
Vinegar Hill,175.0,2.0,114.0,3.36,1.0,154.0,0,1,0,0,0,1,0,0
Williamsburg,360.0,5.0,8.0,0.26,1.0,175.0,0,1,0,0,0,1,0,0
Sheepshead Bay,119.0,1.0,12.0,5.37,1.0,140.0,0,1,0,0,0,1,0,0
Nolita,85.0,2.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
Flatbush,189.0,2.0,88.0,3.18,1.0,255.0,0,1,0,0,0,1,0,0
Bedford-Stuyvesant,68.0,2.0,134.0,3.8,3.0,245.0,0,1,0,0,0,0,1,0
Harlem,100.0,1.0,3.0,0.09,1.0,0.0,0,0,1,0,0,1,0,0
Washington Heights,40.0,3.0,3.0,0.09,1.0,171.0,0,0,1,0,0,0,1,0
Williamsburg,45.0,30.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,38.0,31.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Crown Heights,100.0,1.0,27.0,0.75,2.0,365.0,0,1,0,0,0,0,1,0
Harlem,165.0,30.0,9.0,0.25,1.0,88.0,0,0,1,0,0,0,1,0
South Slope,80.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Park Slope,40.0,1.0,2.0,0.06,1.0,0.0,0,1,0,0,0,0,1,0
Chelsea,175.0,27.0,2.0,0.06,1.0,310.0,0,0,1,0,0,1,0,0
Hell's Kitchen,99.0,4.0,82.0,2.29,5.0,228.0,0,0,1,0,0,1,0,0
Crown Heights,50.0,3.0,45.0,1.31,2.0,0.0,0,1,0,0,0,0,1,0
Maspeth,70.0,1.0,2.0,0.07,3.0,188.0,0,0,0,1,0,0,1,0
Sunnyside,85.0,1.0,4.0,0.11,1.0,0.0,0,0,0,1,0,1,0,0
Kingsbridge,50.0,2.0,14.0,0.4,2.0,26.0,1,0,0,0,0,0,1,0
Forest Hills,69.0,60.0,6.0,0.17,4.0,0.0,0,0,0,1,0,0,1,0
Williamsburg,54.0,1.0,148.0,4.11,3.0,19.0,0,1,0,0,0,0,1,0
Harlem,38.0,7.0,2.0,0.06,1.0,0.0,0,0,1,0,0,0,1,0
Williamsburg,300.0,2.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,1
Sunset Park,41.0,3.0,2.0,0.06,1.0,0.0,0,1,0,0,0,0,1,0
Williamsburg,199.0,2.0,68.0,1.96,2.0,20.0,0,1,0,0,0,1,0,0
Midtown,235.0,30.0,23.0,0.68,1.0,134.0,0,0,1,0,0,1,0,0
Park Slope,240.0,2.0,144.0,4.04,1.0,217.0,0,1,0,0,0,1,0,0
Long Island City,70.0,1.0,13.0,0.36,2.0,0.0,0,0,0,1,0,0,1,0
Chelsea,250.0,7.0,1.0,0.05,1.0,0.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,91.0,1.0,4.0,0.13,2.0,0.0,0,1,0,0,0,1,0,0
Chelsea,125.0,1.0,10.0,0.38,4.0,181.0,0,0,1,0,0,0,1,0
Williamsburg,55.0,1.0,147.0,4.1,3.0,24.0,0,1,0,0,0,0,1,0
Flatbush,75.0,1.0,12.0,0.56,1.0,50.0,0,1,0,0,0,0,1,0
Sheepshead Bay,44.0,3.0,32.0,1.24,2.0,42.0,0,1,0,0,0,0,1,0
Financial District,90.0,1.0,2.0,0.06,2.0,0.0,0,0,1,0,0,0,1,0
Park Slope,100.0,28.0,75.0,2.1,1.0,0.0,0,1,0,0,0,1,0,0
East Village,170.0,5.0,22.0,0.61,1.0,143.0,0,0,1,0,0,0,1,0
Crown Heights,140.0,2.0,10.0,0.28,1.0,93.0,0,1,0,0,0,1,0,0
Williamsburg,199.0,3.0,2.0,0.06,1.0,0.0,0,1,0,0,0,1,0,0
Midtown,156.0,30.0,2.0,0.09,96.0,189.0,0,0,1,0,0,1,0,0
Midtown,170.0,30.0,3.0,0.1,96.0,0.0,0,0,1,0,0,1,0,0
East Harlem,110.0,3.0,26.0,0.73,1.0,5.0,0,0,1,0,0,1,0,0
Washington Heights,115.0,5.0,13.0,0.37,1.0,0.0,0,0,1,0,0,1,0,0
Washington Heights,70.0,3.0,15.0,0.43,1.0,95.0,0,0,1,0,0,0,1,0
Nolita,250.0,91.0,55.0,1.59,1.0,34.0,0,0,1,0,0,0,1,0
East Village,200.0,30.0,6.0,0.28,39.0,96.0,0,0,1,0,0,1,0,0
Murray Hill,197.0,30.0,0.0,0.0,49.0,329.0,0,0,1,0,0,1,0,0
Cobble Hill,82.0,1.0,25.0,0.7,1.0,0.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,85.0,1.0,1.0,0.03,1.0,0.0,0,1,0,0,0,1,0,0
Jackson Heights,69.0,2.0,177.0,5.13,2.0,105.0,0,0,0,1,0,1,0,0
Astoria,150.0,3.0,64.0,1.84,1.0,264.0,0,0,0,1,0,1,0,0
East Village,150.0,2.0,69.0,5.27,1.0,39.0,0,0,1,0,0,1,0,0
Greenpoint,49.0,14.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Midtown,165.0,30.0,0.0,0.0,91.0,147.0,0,0,1,0,0,1,0,0
Astoria,90.0,3.0,8.0,0.23,2.0,0.0,0,0,0,1,0,0,1,0
Harlem,92.0,2.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
Midtown,159.0,2.0,12.0,0.35,4.0,0.0,0,0,1,0,0,1,0,0
Williamsburg,280.0,3.0,43.0,1.24,1.0,335.0,0,1,0,0,0,1,0,0
Upper West Side,325.0,3.0,4.0,0.11,1.0,0.0,0,0,1,0,0,1,0,0
Morningside Heights,120.0,3.0,6.0,0.17,1.0,8.0,0,0,1,0,0,1,0,0
Hell's Kitchen,61.0,30.0,3.0,0.1,4.0,180.0,0,0,1,0,0,0,1,0
Canarsie,80.0,3.0,15.0,0.42,2.0,365.0,0,1,0,0,0,1,0,0
Hell's Kitchen,90.0,1.0,11.0,0.42,1.0,0.0,0,0,1,0,0,0,1,0
Canarsie,51.0,3.0,0.0,0.0,2.0,365.0,0,1,0,0,0,0,1,0
Upper East Side,178.0,2.0,72.0,2.07,1.0,0.0,0,0,1,0,0,1,0,0
Chelsea,1100.0,3.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
Sunset Park,119.0,3.0,63.0,1.82,1.0,18.0,0,1,0,0,0,1,0,0
Sunset Park,30.0,2.0,1.0,0.03,1.0,0.0,0,1,0,0,0,0,1,0
Ridgewood,100.0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,1,0
East Harlem,100.0,3.0,80.0,2.26,1.0,112.0,0,0,1,0,0,0,1,0
Coney Island,100.0,2.0,2.0,0.06,1.0,0.0,0,1,0,0,0,1,0,0
West Village,250.0,3.0,3.0,0.09,1.0,328.0,0,0,1,0,0,1,0,0
Kensington,30.0,2.0,1.0,0.03,1.0,0.0,0,1,0,0,0,0,1,0
Midtown,240.0,2.0,5.0,0.14,1.0,0.0,0,0,1,0,0,1,0,0
Crown Heights,60.0,2.0,147.0,4.1,3.0,0.0,0,1,0,0,0,0,1,0
Crown Heights,65.0,1.0,149.0,4.17,3.0,185.0,0,1,0,0,0,0,1,0
Crown Heights,140.0,2.0,137.0,3.82,3.0,234.0,0,1,0,0,0,1,0,0
West Village,265.0,2.0,19.0,0.55,1.0,5.0,0,0,1,0,0,1,0,0
Midtown,86.0,14.0,0.0,0.0,1.0,346.0,0,0,1,0,0,0,1,0
Financial District,145.0,1.0,9.0,0.25,1.0,90.0,0,0,1,0,0,0,1,0
Financial District,100.0,2.0,1.0,0.03,1.0,0.0,0,0,1,0,0,1,0,0
East Harlem,75.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
Rosedale,105.0,2.0,29.0,0.81,3.0,38.0,0,0,0,1,0,1,0,0
Williamsburg,85.0,3.0,1.0,0.03,1.0,0.0,0,1,0,0,0,0,1,0
East Harlem,150.0,2.0,5.0,0.14,1.0,0.0,0,0,1,0,0,1,0,0
East Village,100.0,3.0,3.0,0.14,4.0,157.0,0,0,1,0,0,0,1,0
Williamsburg,90.0,6.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Upper West Side,150.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
Midwood,75.0,1.0,1.0,0.03,1.0,0.0,0,1,0,0,0,1,0,0
Williamsburg,60.0,1.0,53.0,1.52,3.0,0.0,0,1,0,0,0,0,1,0
Carroll Gardens,80.0,3.0,47.0,1.4,1.0,308.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,137.0,2.0,99.0,2.76,1.0,221.0,0,1,0,0,0,1,0,0
Murray Hill,79.0,30.0,5.0,0.36,2.0,308.0,0,0,1,0,0,1,0,0
Fort Greene,120.0,3.0,92.0,2.57,1.0,130.0,0,1,0,0,0,0,1,0
West Village,220.0,5.0,1.0,0.03,1.0,0.0,0,0,1,0,0,1,0,0
West Village,300.0,1.0,158.0,4.39,1.0,172.0,0,0,1,0,0,1,0,0
Upper West Side,267.0,30.0,0.0,0.0,87.0,354.0,0,0,1,0,0,1,0,0
Washington Heights,149.0,3.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
Chelsea,195.0,30.0,0.0,0.0,87.0,57.0,0,0,1,0,0,1,0,0
Chelsea,90.0,1.0,9.0,0.28,1.0,0.0,0,0,1,0,0,0,1,0
Prospect-Lefferts Gardens,48.0,1.0,68.0,2.02,2.0,14.0,0,1,0,0,0,0,1,0
South Slope,179.0,2.0,16.0,0.45,1.0,1.0,0,1,0,0,0,1,0,0
Clinton Hill,58.0,2.0,1.0,0.1,1.0,0.0,0,1,0,0,0,0,1,0
Bushwick,50.0,14.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Harlem,49.0,4.0,137.0,3.88,2.0,279.0,0,0,1,0,0,1,0,0
Prospect-Lefferts Gardens,110.0,2.0,6.0,0.17,1.0,0.0,0,1,0,0,0,1,0,0
Morningside Heights,190.0,5.0,9.0,0.26,1.0,0.0,0,0,1,0,0,1,0,0
Arverne,450.0,3.0,15.0,0.42,1.0,290.0,0,0,0,1,0,1,0,0
Harlem,69.0,1.0,64.0,1.81,1.0,322.0,0,0,1,0,0,0,1,0
Chelsea,250.0,2.0,45.0,1.9,1.0,90.0,0,0,1,0,0,1,0,0
Chelsea,400.0,5.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
Hell's Kitchen,249.0,7.0,100.0,2.82,1.0,237.0,0,0,1,0,0,1,0,0
East Village,125.0,1.0,2.0,0.06,1.0,0.0,0,0,1,0,0,1,0,0
Harlem,96.0,2.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
Cambria Heights,60.0,1.0,78.0,2.18,1.0,78.0,0,0,0,1,0,0,1,0
West Village,179.0,5.0,32.0,0.9,1.0,41.0,0,0,1,0,0,1,0,0
Briarwood,48.0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,1,0
Chelsea,155.0,2.0,29.0,0.83,1.0,8.0,0,0,1,0,0,1,0,0
Sunnyside,65.0,5.0,12.0,0.34,1.0,76.0,0,0,0,1,0,0,1,0
Chinatown,499.0,1.0,116.0,3.24,4.0,30.0,0,0,1,0,0,1,0,0
SoHo,250.0,2.0,2.0,0.06,1.0,130.0,0,0,1,0,0,1,0,0
Sunset Park,120.0,2.0,12.0,0.33,2.0,27.0,0,1,0,0,0,1,0,0
Bushwick,50.0,1.0,64.0,1.78,2.0,302.0,0,1,0,0,0,0,1,0
Crown Heights,48.0,2.0,2.0,0.06,1.0,0.0,0,1,0,0,0,0,1,0
Bushwick,45.0,30.0,5.0,0.15,2.0,339.0,0,1,0,0,0,0,1,0
Bushwick,50.0,2.0,59.0,1.67,1.0,0.0,0,1,0,0,0,0,1,0
Williamsburg,75.0,2.0,17.0,0.47,5.0,0.0,0,1,0,0,0,0,1,0
Brooklyn Heights,65.0,7.0,1.0,0.03,1.0,0.0,0,1,0,0,0,0,1,0
Harlem,90.0,1.0,30.0,0.84,1.0,0.0,0,0,1,0,0,0,1,0
Kips Bay,56.0,14.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
Bushwick,80.0,1.0,2.0,0.06,2.0,281.0,0,1,0,0,0,0,1,0
Greenwich Village,174.0,360.0,0.0,0.0,1.0,365.0,0,0,1,0,0,1,0,0
Prospect-Lefferts Gardens,43.0,1.0,6.0,0.19,1.0,0.0,0,1,0,0,0,0,1,0
East Elmhurst,32.0,1.0,411.0,11.4,5.0,161.0,0,0,0,1,0,0,1,0
Fort Greene,39.0,1.0,12.0,0.34,1.0,0.0,0,1,0,0,0,0,0,1
Bedford-Stuyvesant,70.0,3.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Harlem,75.0,3.0,6.0,0.17,1.0,0.0,0,0,1,0,0,0,1,0
Williamsburg,130.0,3.0,4.0,0.12,1.0,0.0,0,1,0,0,0,1,0,0
Bushwick,85.0,2.0,3.0,0.1,1.0,83.0,0,1,0,0,0,0,1,0
Jackson Heights,23.0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,1
Greenpoint,95.0,1.0,39.0,1.1,2.0,29.0,0,1,0,0,0,1,0,0
Bushwick,90.0,2.0,26.0,0.73,1.0,84.0,0,1,0,0,0,0,1,0
Bushwick,45.0,1.0,9.0,0.45,1.0,0.0,0,1,0,0,0,0,1,0
Longwood,60.0,1.0,8.0,0.22,1.0,364.0,1,0,0,0,0,0,1,0
Upper East Side,119.0,30.0,12.0,0.38,16.0,339.0,0,0,1,0,0,1,0,0
Kips Bay,150.0,3.0,10.0,0.37,1.0,8.0,0,0,1,0,0,1,0,0
East Village,295.0,7.0,12.0,0.78,2.0,128.0,0,0,1,0,0,1,0,0
Bushwick,38.0,15.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Windsor Terrace,130.0,2.0,4.0,0.11,1.0,0.0,0,1,0,0,0,0,1,0
Lower East Side,70.0,1.0,1.0,0.03,1.0,0.0,0,0,1,0,0,0,1,0
Woodhaven,71.0,1.0,155.0,4.34,1.0,173.0,0,0,0,1,0,1,0,0
Prospect-Lefferts Gardens,75.0,2.0,1.0,0.04,1.0,0.0,0,1,0,0,0,0,0,1
Woodhaven,85.0,2.0,74.0,2.08,1.0,52.0,0,0,0,1,0,1,0,0
Crown Heights,67.0,3.0,29.0,0.84,2.0,365.0,0,1,0,0,0,0,1,0
Harlem,75.0,1.0,5.0,0.14,1.0,0.0,0,0,1,0,0,1,0,0
Corona,79.0,2.0,83.0,2.32,6.0,320.0,0,0,0,1,0,1,0,0
Flushing,72.0,1.0,256.0,7.1,1.0,124.0,0,0,0,1,0,1,0,0
Midtown,153.0,1.0,1.0,0.03,1.0,0.0,0,0,1,0,0,1,0,0
Jamaica,60.0,7.0,5.0,0.27,4.0,160.0,0,0,0,1,0,0,1,0
Upper East Side,150.0,5.0,47.0,1.69,1.0,0.0,0,0,1,0,0,1,0,0
East Village,142.0,3.0,15.0,0.71,1.0,118.0,0,0,1,0,0,1,0,0
Sunnyside,55.0,2.0,67.0,1.9,1.0,0.0,0,0,0,1,0,0,1,0
Williamsburg,249.0,9.0,19.0,0.66,1.0,0.0,0,1,0,0,0,1,0,0
Bushwick,111.0,2.0,73.0,2.06,3.0,170.0,0,1,0,0,0,1,0,0
East Village,179.0,4.0,13.0,0.38,1.0,0.0,0,0,1,0,0,1,0,0
East Flatbush,65.0,2.0,24.0,0.71,3.0,290.0,0,1,0,0,0,0,1,0
Hell's Kitchen,63.0,2.0,36.0,3.06,1.0,59.0,0,0,1,0,0,0,1,0
East Village,90.0,12.0,1.0,0.03,2.0,0.0,0,0,1,0,0,0,1,0
Chelsea,143.0,4.0,1.0,0.03,1.0,0.0,0,0,1,0,0,1,0,0
East Village,85.0,2.0,10.0,0.28,1.0,306.0,0,0,1,0,0,0,1,0
Nolita,67.0,1.0,86.0,2.5,1.0,45.0,0,0,1,0,0,0,1,0
Bedford-Stuyvesant,45.0,1.0,87.0,2.5,15.0,305.0,0,1,0,0,0,0,1,0
Gowanus,299.0,2.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0
Prospect-Lefferts Gardens,150.0,6.0,9.0,0.26,1.0,0.0,0,1,0,0,0,1,0,0
Upper East Side,175.0,2.0,3.0,0.08,1.0,310.0,0,0,1,0,0,1,0,0
Ditmars Steinway,90.0,2.0,80.0,2.35,1.0,350.0,0,0,0,1,0,0,1,0
Forest Hills,150.0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,0,1,0,0
Williamsburg,100.0,2.0,3.0,0.09,1.0,0.0,0,1,0,0,0,1,0,0
East New York,53.0,1.0,85.0,2.39,1.0,54.0,0,1,0,0,0,0,1,0
Flatbush,40.0,5.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Greenpoint,250.0,3.0,80.0,2.23,1.0,98.0,0,1,0,0,0,1,0,0
Forest Hills,115.0,2.0,0.0,0.0,1.0,0.0,0,0,0,1,0,1,0,0
Williamsburg,85.0,2.0,3.0,0.09,1.0,0.0,0,1,0,0,0,0,1,0
Flatbush,45.0,2.0,1.0,0.03,1.0,0.0,0,1,0,0,0,0,1,0
Upper East Side,65.0,7.0,1.0,0.03,1.0,0.0,0,0,1,0,0,1,0,0
Greenpoint,160.0,3.0,57.0,1.63,1.0,314.0,0,1,0,0,0,1,0,0
East Harlem,95.0,7.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
Park Slope,120.0,7.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0
South Slope,151.0,2.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0
Hell's Kitchen,98.0,5.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
Murray Hill,100.0,1.0,11.0,0.31,1.0,0.0,0,0,1,0,0,0,1,0
Gramercy,74.0,2.0,8.0,0.22,1.0,0.0,0,0,1,0,0,0,1,0
Inwood,50.0,1.0,39.0,1.11,1.0,1.0,0,0,1,0,0,0,1,0
Ridgewood,75.0,3.0,209.0,5.87,1.0,14.0,0,0,0,1,0,1,0,0
East Harlem,150.0,4.0,1.0,0.08,1.0,0.0,0,0,1,0,0,1,0,0
Prospect-Lefferts Gardens,30.0,6.0,1.0,0.03,1.0,0.0,0,1,0,0,0,0,1,0
Harlem,200.0,1.0,10.0,0.28,1.0,0.0,0,0,1,0,0,1,0,0
Greenpoint,67.0,2.0,103.0,2.94,2.0,126.0,0,1,0,0,0,0,1,0
Williamsburg,153.0,3.0,17.0,0.48,1.0,31.0,0,1,0,0,0,1,0,0
Williamsburg,75.0,3.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Williamsburg,98.0,10.0,62.0,1.78,2.0,211.0,0,1,0,0,0,0,1,0
Midtown,375.0,30.0,0.0,0.0,49.0,245.0,0,0,1,0,0,1,0,0
East Harlem,215.0,1.0,49.0,1.42,1.0,316.0,0,0,1,0,0,1,0,0
Astoria,60.0,1.0,1.0,0.03,1.0,0.0,0,0,0,1,0,0,1,0
East Village,100.0,3.0,12.0,0.34,1.0,0.0,0,0,1,0,0,0,1,0
Bedford-Stuyvesant,131.0,2.0,27.0,0.76,2.0,96.0,0,1,0,0,0,1,0,0
Ditmars Steinway,120.0,1.0,237.0,6.62,1.0,71.0,0,0,0,1,0,1,0,0
Forest Hills,75.0,1.0,16.0,0.46,1.0,0.0,0,0,0,1,0,0,1,0
Murray Hill,79.0,29.0,4.0,0.42,2.0,201.0,0,0,1,0,0,1,0,0
Hell's Kitchen,120.0,3.0,53.0,1.53,2.0,197.0,0,0,1,0,0,0,1,0
Lower East Side,228.0,1.0,1.0,0.03,1.0,0.0,0,0,1,0,0,1,0,0
Upper East Side,85.0,1.0,2.0,0.06,2.0,0.0,0,0,1,0,0,0,1,0
Midtown,115.0,8.0,24.0,0.69,1.0,196.0,0,0,1,0,0,1,0,0
Williamsburg,130.0,1.0,78.0,2.17,1.0,0.0,0,1,0,0,0,1,0,0
Upper East Side,109.0,1.0,25.0,0.75,1.0,0.0,0,0,1,0,0,1,0,0
East Harlem,65.0,4.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
Bedford-Stuyvesant,200.0,2.0,13.0,0.37,1.0,0.0,0,1,0,0,0,1,0,0
Theater District,560.0,30.0,0.0,0.0,49.0,356.0,0,0,1,0,0,1,0,0
Williamsburg,180.0,4.0,43.0,1.22,1.0,82.0,0,1,0,0,0,1,0,0
Jackson Heights,35.0,30.0,1.0,0.05,18.0,280.0,0,0,0,1,0,0,0,1
Bedford-Stuyvesant,140.0,5.0,17.0,0.49,1.0,330.0,0,1,0,0,0,1,0,0
Upper West Side,110.0,1.0,84.0,2.35,1.0,301.0,0,0,1,0,0,0,1,0
Maspeth,75.0,2.0,5.0,0.14,1.0,0.0,0,0,0,1,0,1,0,0
Bedford-Stuyvesant,50.0,15.0,2.0,0.06,1.0,0.0,0,1,0,0,0,0,1,0
Bedford-Stuyvesant,89.0,2.0,1.0,0.04,1.0,365.0,0,1,0,0,0,0,1,0
Hell's Kitchen,175.0,30.0,5.0,0.16,91.0,363.0,0,0,1,0,0,1,0,0
Bedford-Stuyvesant,65.0,3.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
Kensington,55.0,7.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0
Bushwick,150.0,3.0,18.0,0.53,1.0,0.0,0,1,0,0,0,1,0,0
Woodside,96.0,2.0,1.0,0.03,1.0,0.0,0,0,0,1,0,1,0,0
Harlem,75.0,2.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
Upper West Side,210.0,2.0,11.0,0.32,1.0,242.0,0,0,1,0,0,1,0,0
East Village,221.0,2.0,78.0,2.24,1.0,270.0,0,0,1,0,0,1,0,0
Clinton Hill,150.0,4.0,69.0,1.93,1.0,114.0,0,1,0,0,0,1,0,0
West Village,350.0,2.0,16.0,0.47,1.0,16.0,0,0,1,0,0,1,0,0
Harlem,65.0,1.0,45.0,1.3,2.0,34.0,0,0,1,0,0,0,1,0
Williamsburg,325.0,2.0,87.0,2.45,1.0,126.0,0,1,0,0,0,1,0,0
NoHo,407.0,30.0,12.0,0.34,1.0,120.0,0,0,1,0,0,1,0,0
Upper West Side,60.0,20.0,4.0,0.11,1.0,0.0,0,0,1,0,0,0,1,0
Flatbush,91.0,1.0,1.0,0.03,2.0,250.0,0,1,0,0,0,0,1,0
Williamsburg,41.0,1.0,2.0,0.06,1.0,0.0,0,1,0,0,0,0,1,0
Hell's Kitchen,215.0,30.0,1.0,0.05,87.0,357.0,0,0,1,0,0,1,0,0
Williamsburg,57.0,2.0,1.0,0.03,1.0,0.0,0,1,0,0,0,0,1,0
Crown Heights,65.0,30.0,11.0,0.31,2.0,0.0,0,1,0,0,0,0,1,0
Bushwick,149.0,2.0,102.0,4.27,1.0,256.0,0,1,0,0,0,1,0,0
Ditmars Steinway,70.0,3.0,23.0,0.66,1.0,365.0,0,0,0,1,0,0,1,0
West Village,290.0,3.0,59.0,1.67,1.0,256.0,0,0,1,0,0,1,0,0
East Harlem,70.0,1.0,60.0,1.74,1.0,66.0,0,0,1,0,0,0,1,0
Williamsburg,90.0,1.0,10.0,0.28,1.0,0.0,0,1,0,0,0,0,1,0
Upper West Side,150.0,4.0,2.0,0.06,1.0,0.0,0,0,1,0,0,1,0,0
East Village,100.0,2.0,1.0,0.03,1.0,0.0,0,0,1,0,0,0,1,0
Bedford-Stuyvesant,165.0,3.0,0.0,0.0,2.0,0.0,0,1,0,0,0,1,0,0
Sheepshead Bay,224.0,30.0,2.0,0.08,1.0,353.0,0,1,0,0,0,1,0,0
Financial District,238.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
Midtown,379.0,20.0,0.0,0.0,1.0,364.0,0,0,1,0,0,1,0,0
East Harlem,45.0,21.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
Rockaway Beach,125.0,4.0,1.0,0.03,1.0,0.0,0,0,0,1,0,1,0,0
East Flatbush,49.0,2.0,77.0,2.17,1.0,264.0,0,1,0,0,0,1,0,0
Midtown,700.0,5.0,23.0,0.68,1.0,179.0,0,0,1,0,0,1,0,0
East Flatbush,650.0,1.0,3.0,0.08,1.0,0.0,0,1,0,0,0,1,0,0
Washington Heights,150.0,2.0,42.0,1.61,1.0,83.0,0,0,1,0,0,1,0,0
Sunset Park,50.0,20.0,46.0,1.34,3.0,20.0,0,1,0,0,0,0,1,0
Cypress Hills,55.0,2.0,7.0,0.2,1.0,0.0,0,1,0,0,0,0,1,0
Prospect-Lefferts Gardens,90.0,2.0,3.0,0.1,1.0,0.0,0,1,0,0,0,1,0,0
Van Nest,425.0,5.0,0.0,0.0,1.0,363.0,1,0,0,0,0,1,0,0
Upper East Side,200.0,30.0,0.0,0.0,49.0,365.0,0,0,1,0,0,1,0,0
Midtown,349.0,2.0,6.0,0.17,1.0,0.0,0,0,1,0,0,1,0,0
Financial District,200.0,30.0,0.0,0.0,1.0,87.0,0,0,1,0,0,1,0,0
Bushwick,100.0,2.0,152.0,4.29,1.0,251.0,0,1,0,0,0,1,0,0
East Harlem,115.0,2.0,8.0,0.23,1.0,0.0,0,0,1,0,0,1,0,0
Chelsea,150.0,3.0,119.0,3.45,2.0,58.0,0,0,1,0,0,1,0,0
Greenwich Village,100.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
Prospect Heights,55.0,1.0,102.0,2.98,13.0,281.0,0,1,0,0,0,0,1,0
Long Island City,49.0,2.0,105.0,2.94,3.0,21.0,0,0,0,1,0,0,1,0
Harlem,95.0,2.0,44.0,1.27,1.0,90.0,0,0,1,0,0,0,1,0
Flushing,75.0,2.0,57.0,1.64,1.0,335.0,0,0,0,1,0,0,1,0
