price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Private room,room_type_Shared room
65.0,1.0,60.0,3.08,1.0,101.0,0,0,1,0,0,0,1,0
150.0,3.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
85.0,7.0,2.0,0.11,3.0,311.0,0,0,1,0,0,0,1,0
75.0,7.0,3.0,0.16,1.0,0.0,0,1,0,0,0,0,1,0
99.0,5.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
159.0,3.0,32.0,1.67,1.0,56.0,0,1,0,0,0,1,0,0
60.0,2.0,1.0,0.05,1.0,0.0,0,1,0,0,0,1,0,0
135.0,5.0,1.0,1.0,2.0,145.0,0,0,1,0,0,1,0,0
50.0,1.0,13.0,0.7,1.0,0.0,0,1,0,0,0,0,1,0
65.0,3.0,1.0,0.07,2.0,125.0,0,0,0,1,0,0,1,0
100.0,10.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
35.0,14.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
69.0,2.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
85.0,2.0,23.0,1.25,1.0,149.0,0,1,0,0,0,1,0,0
54.0,2.0,6.0,0.31,3.0,5.0,0,0,1,0,0,0,1,0
120.0,1.0,3.0,0.16,2.0,0.0,0,0,1,0,0,1,0,0
75.0,2.0,8.0,0.42,1.0,0.0,0,1,0,0,0,0,1,0
100.0,2.0,0.0,0.0,1.0,0.0,0,0,0,1,0,1,0,0
73.0,4.0,11.0,0.61,3.0,6.0,0,0,1,0,0,1,0,0
94.0,30.0,3.0,0.16,2.0,155.0,0,0,1,0,0,1,0,0
300.0,3.0,10.0,0.7,1.0,82.0,0,1,0,0,0,1,0,0
65.0,6.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
100.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
186.0,9.0,25.0,1.33,1.0,8.0,0,0,1,0,0,1,0,0
113.0,5.0,9.0,0.49,1.0,0.0,0,0,0,1,0,1,0,0
50.0,1.0,16.0,0.84,1.0,49.0,0,0,0,1,0,0,1,0
70.0,2.0,2.0,0.11,1.0,0.0,0,0,1,0,0,0,1,0
325.0,2.0,4.0,0.21,1.0,0.0,0,0,1,0,0,1,0,0
49.0,4.0,3.0,0.17,1.0,0.0,0,1,0,0,0,0,1,0
85.0,3.0,58.0,3.14,1.0,5.0,0,1,0,0,0,0,1,0
487.0,4.0,50.0,2.61,1.0,198.0,0,0,1,0,0,1,0,0
49.0,1.0,81.0,4.27,2.0,141.0,0,1,0,0,0,1,0,0
150.0,3.0,14.0,0.74,1.0,84.0,0,1,0,0,0,1,0,0
80.0,3.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
35.0,7.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
90.0,3.0,1.0,0.05,1.0,0.0,0,0,0,1,0,1,0,0
34.0,3.0,4.0,0.22,1.0,0.0,0,0,1,0,0,0,1,0
51.0,1.0,19.0,1.02,8.0,177.0,0,1,0,0,0,0,1,0
200.0,1.0,1.0,0.05,2.0,0.0,0,0,1,0,0,1,0,0
45.0,2.0,50.0,2.69,1.0,3.0,0,0,1,0,0,0,1,0
45.0,5.0,3.0,0.16,1.0,0.0,0,1,0,0,0,0,1,0
115.0,20.0,4.0,0.21,2.0,282.0,0,0,1,0,0,1,0,0
60.0,1.0,25.0,1.35,8.0,177.0,0,1,0,0,0,0,1,0
150.0,4.0,4.0,0.21,1.0,0.0,0,0,1,0,0,1,0,0
33.0,3.0,56.0,3.19,8.0,305.0,0,1,0,0,0,0,1,0
100.0,4.0,15.0,0.81,1.0,0.0,0,1,0,0,0,1,0,0
200.0,5.0,1.0,0.16,1.0,0.0,0,0,1,0,0,1,0,0
150.0,1.0,16.0,1.17,1.0,334.0,0,1,0,0,0,1,0,0
131.0,2.0,67.0,3.94,1.0,61.0,0,1,0,0,0,1,0,0
58.0,1.0,5.0,0.26,1.0,0.0,0,0,0,1,0,0,1,0
45.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
300.0,4.0,3.0,0.47,1.0,350.0,0,1,0,0,0,1,0,0
102.0,3.0,2.0,0.14,1.0,0.0,0,1,0,0,0,1,0,0
88.0,4.0,44.0,2.33,2.0,39.0,0,0,0,1,0,1,0,0
57.0,5.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,1,0
209.0,7.0,1.0,0.05,1.0,0.0,0,1,0,0,0,1,0,0
200.0,2.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,0
120.0,3.0,1.0,0.16,1.0,0.0,0,0,0,1,0,1,0,0
60.0,5.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
58.0,2.0,28.0,1.46,5.0,0.0,0,1,0,0,0,1,0,0
200.0,2.0,1.0,0.05,1.0,0.0,0,0,1,0,0,0,1,0
120.0,1.0,64.0,4.1,2.0,32.0,0,0,1,0,0,0,1,0
128.0,30.0,0.0,0.0,1.0,89.0,0,0,1,0,0,1,0,0
60.0,2.0,8.0,0.43,1.0,0.0,0,1,0,0,0,0,1,0
110.0,7.0,0.0,0.0,1.0,89.0,0,1,0,0,0,0,1,0
145.0,5.0,16.0,0.84,1.0,173.0,0,0,1,0,0,1,0,0
35.0,1.0,2.0,0.11,1.0,0.0,0,1,0,0,0,0,1,0
75.0,4.0,5.0,0.5,3.0,132.0,0,1,0,0,0,0,1,0
300.0,7.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
325.0,2.0,21.0,1.1,1.0,14.0,0,1,0,0,0,1,0,0
200.0,4.0,6.0,0.33,1.0,0.0,0,0,1,0,0,1,0,0
50.0,1.0,2.0,0.1,2.0,0.0,1,0,0,0,0,1,0,0
120.0,6.0,0.0,0.0,1.0,5.0,0,1,0,0,0,1,0,0
53.0,1.0,166.0,8.74,2.0,151.0,0,0,0,1,0,0,1,0
90.0,6.0,6.0,0.31,1.0,31.0,0,0,1,0,0,1,0,0
110.0,2.0,33.0,1.74,1.0,6.0,0,0,1,0,0,1,0,0
250.0,3.0,39.0,2.12,3.0,347.0,0,0,0,1,0,1,0,0
53.0,7.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
39.0,1.0,33.0,1.93,1.0,8.0,1,0,0,0,0,0,1,0
150.0,5.0,6.0,0.32,1.0,0.0,0,0,1,0,0,1,0,0
65.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
105.0,3.0,14.0,0.8,1.0,173.0,0,1,0,0,0,0,1,0
100.0,1.0,116.0,5.99,1.0,65.0,0,0,1,0,0,1,0,0
175.0,2.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
50.0,3.0,8.0,0.42,1.0,0.0,0,1,0,0,0,0,1,0
455.0,30.0,26.0,1.77,2.0,332.0,0,0,1,0,0,1,0,0
70.0,20.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
58.0,3.0,2.0,0.1,2.0,0.0,0,0,1,0,0,0,1,0
125.0,5.0,5.0,0.27,1.0,7.0,0,0,1,0,0,1,0,0
75.0,1.0,54.0,2.8,3.0,179.0,0,1,0,0,0,0,1,0
55.0,3.0,4.0,0.21,1.0,0.0,0,0,1,0,0,0,1,0
29.0,2.0,4.0,0.22,3.0,1.0,0,1,0,0,0,0,0,1
37.0,3.0,4.0,0.22,1.0,0.0,0,1,0,0,0,0,1,0
90.0,2.0,89.0,4.67,2.0,38.0,0,1,0,0,0,1,0,0
65.0,1.0,76.0,3.97,3.0,0.0,0,0,1,0,0,0,0,1
80.0,2.0,0.0,0.0,4.0,3.0,0,0,0,1,0,0,1,0
95.0,1.0,64.0,3.43,2.0,96.0,0,0,0,1,0,1,0,0
98.0,2.0,1.0,0.06,4.0,3.0,0,0,0,1,0,0,1,0
120.0,2.0,1.0,0.05,4.0,6.0,0,0,0,1,0,0,1,0
90.0,2.0,52.0,2.7,4.0,67.0,0,0,1,0,0,0,1,0
160.0,3.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
45.0,2.0,54.0,2.94,2.0,313.0,1,0,0,0,0,0,1,0
41.0,1.0,9.0,1.01,4.0,27.0,0,0,0,1,0,0,0,1
175.0,30.0,1.0,0.15,3.0,3.0,0,0,1,0,0,1,0,0
150.0,3.0,2.0,0.11,1.0,0.0,0,1,0,0,0,1,0,0
200.0,5.0,7.0,0.38,1.0,9.0,0,0,1,0,0,1,0,0
60.0,2.0,73.0,3.82,3.0,180.0,0,1,0,0,0,0,1,0
80.0,30.0,3.0,0.16,1.0,0.0,0,1,0,0,0,1,0,0
81.0,7.0,1.0,0.06,1.0,0.0,0,1,0,0,0,1,0,0
31.0,3.0,2.0,0.15,1.0,0.0,0,0,0,1,0,0,1,0
47.0,3.0,0.0,0.0,1.0,125.0,0,1,0,0,0,0,1,0
50.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
50.0,4.0,5.0,0.26,1.0,0.0,0,0,1,0,0,0,1,0
130.0,2.0,2.0,0.19,1.0,179.0,0,1,0,0,0,0,1,0
105.0,14.0,12.0,0.65,1.0,0.0,0,0,1,0,0,1,0,0
50.0,5.0,2.0,0.22,1.0,0.0,0,1,0,0,0,0,1,0
35.0,3.0,1.0,0.05,2.0,61.0,0,1,0,0,0,0,1,0
115.0,2.0,2.0,0.26,1.0,0.0,0,0,1,0,0,1,0,0
275.0,13.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0
170.0,3.0,42.0,2.19,1.0,4.0,0,0,1,0,0,1,0,0
90.0,2.0,8.0,0.43,1.0,0.0,0,0,0,1,0,1,0,0
130.0,4.0,8.0,0.43,1.0,0.0,0,1,0,0,0,1,0,0
190.0,7.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
150.0,30.0,5.0,0.4,50.0,364.0,0,0,1,0,0,1,0,0
143.0,7.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
200.0,5.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
55.0,2.0,3.0,0.16,1.0,0.0,0,0,1,0,0,0,1,0
59.0,1.0,92.0,5.01,1.0,79.0,0,0,0,1,0,0,1,0
65.0,3.0,21.0,1.12,2.0,1.0,0,0,1,0,0,0,1,0
50.0,5.0,1.0,0.05,1.0,0.0,0,0,1,0,0,0,1,0
148.0,2.0,11.0,0.58,1.0,64.0,0,1,0,0,0,1,0,0
55.0,7.0,0.0,0.0,1.0,35.0,0,0,1,0,0,0,1,0
230.0,7.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0
250.0,2.0,2.0,0.11,1.0,0.0,0,0,1,0,0,1,0,0
200.0,4.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0
100.0,2.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0
90.0,2.0,55.0,2.85,2.0,285.0,0,1,0,0,0,1,0,0
120.0,1.0,4.0,0.21,1.0,0.0,0,0,0,1,0,0,1,0
47.0,1.0,32.0,1.73,1.0,0.0,0,1,0,0,0,0,1,0
75.0,1.0,1.0,0.05,1.0,0.0,0,1,0,0,0,0,1,0
80.0,5.0,19.0,1.28,2.0,95.0,0,1,0,0,0,0,1,0
110.0,2.0,1.0,0.05,1.0,0.0,0,1,0,0,0,0,1,0
45.0,1.0,9.0,0.48,1.0,328.0,0,0,0,1,0,0,1,0
300.0,30.0,0.0,0.0,49.0,346.0,0,0,1,0,0,1,0,0
150.0,3.0,2.0,0.11,1.0,0.0,0,0,1,0,0,1,0,0
80.0,5.0,1.0,0.05,1.0,0.0,0,0,1,0,0,1,0,0
350.0,4.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
250.0,5.0,4.0,0.22,1.0,0.0,0,1,0,0,0,1,0,0
57.0,2.0,27.0,2.89,2.0,80.0,0,1,0,0,0,0,1,0
50.0,30.0,3.0,0.17,10.0,364.0,0,1,0,0,0,0,1,0
399.0,1.0,42.0,2.25,2.0,308.0,0,1,0,0,0,1,0,0
132.0,1.0,109.0,5.67,2.0,12.0,0,0,1,0,0,1,0,0
150.0,2.0,11.0,1.46,1.0,0.0,0,1,0,0,0,1,0,0
40.0,3.0,6.0,0.32,2.0,0.0,0,1,0,0,0,0,1,0
150.0,2.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
189.0,10.0,2.0,0.1,1.0,0.0,0,0,1,0,0,1,0,0
400.0,3.0,17.0,0.88,1.0,37.0,0,0,1,0,0,1,0,0
65.0,24.0,1.0,0.05,1.0,0.0,0,1,0,0,0,1,0,0
100.0,2.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,1,0
250.0,4.0,17.0,1.1,1.0,5.0,0,0,1,0,0,1,0,0
100.0,4.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
51.0,2.0,2.0,0.1,1.0,0.0,0,1,0,0,0,0,1,0
299.0,2.0,30.0,1.57,1.0,274.0,0,0,1,0,0,1,0,0
125.0,28.0,1.0,0.09,1.0,0.0,0,0,1,0,0,0,1,0
150.0,15.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0
65.0,5.0,2.0,0.1,1.0,0.0,0,1,0,0,0,0,1,0
295.0,7.0,1.0,0.05,2.0,0.0,0,1,0,0,0,1,0,0
60.0,3.0,40.0,2.11,2.0,78.0,0,0,1,0,0,0,1,0
195.0,6.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
80.0,2.0,14.0,0.83,1.0,0.0,0,1,0,0,0,1,0,0
75.0,2.0,7.0,0.39,1.0,11.0,0,1,0,0,0,0,1,0
91.0,30.0,8.0,0.47,2.0,216.0,0,0,1,0,0,1,0,0
30.0,7.0,3.0,0.15,1.0,0.0,0,1,0,0,0,0,1,0
57.0,8.0,0.0,0.0,2.0,0.0,0,1,0,0,0,1,0,0
160.0,3.0,38.0,1.99,1.0,2.0,0,1,0,0,0,1,0,0
400.0,4.0,1.0,0.05,1.0,2.0,0,0,1,0,0,1,0,0
100.0,2.0,9.0,0.47,1.0,0.0,0,0,1,0,0,0,1,0
149.0,4.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
250.0,5.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0
40.0,4.0,1.0,0.05,1.0,0.0,0,1,0,0,0,0,1,0
400.0,2.0,5.0,0.39,1.0,0.0,0,0,1,0,0,1,0,0
55.0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,1,0
250.0,2.0,2.0,0.11,1.0,0.0,0,0,1,0,0,0,1,0
100.0,2.0,98.0,5.1,1.0,89.0,1,0,0,0,0,1,0,0
55.0,1.0,14.0,0.76,2.0,127.0,1,0,0,0,0,0,1,0
65.0,1.0,70.0,8.43,1.0,300.0,0,0,0,0,1,1,0,0
49.0,3.0,19.0,0.99,2.0,211.0,0,0,1,0,0,0,1,0
175.0,2.0,9.0,0.47,1.0,0.0,0,0,1,0,0,1,0,0
129.0,5.0,19.0,1.03,1.0,295.0,0,1,0,0,0,1,0,0
87.0,2.0,1.0,0.05,1.0,0.0,1,0,0,0,0,0,1,0
42.0,4.0,7.0,0.37,1.0,0.0,0,1,0,0,0,0,1,0
115.0,3.0,2.0,0.11,1.0,0.0,0,1,0,0,0,1,0,0
150.0,3.0,3.0,0.16,2.0,0.0,0,0,1,0,0,1,0,0
50.0,3.0,2.0,0.15,1.0,0.0,0,1,0,0,0,0,1,0
374.0,60.0,0.0,0.0,33.0,290.0,0,0,1,0,0,1,0,0
70.0,7.0,1.0,0.05,1.0,0.0,0,1,0,0,0,0,1,0
50.0,20.0,1.0,0.19,2.0,358.0,0,1,0,0,0,0,1,0
75.0,30.0,2.0,0.1,1.0,0.0,0,0,1,0,0,0,1,0
45.0,1.0,0.0,0.0,2.0,88.0,0,1,0,0,0,0,1,0
143.0,2.0,88.0,4.9,1.0,29.0,0,0,1,0,0,1,0,0
170.0,1.0,1.0,0.05,1.0,0.0,0,0,1,0,0,1,0,0
42.0,20.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
65.0,5.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
65.0,2.0,22.0,1.64,34.0,289.0,0,1,0,0,0,0,1,0
112.0,6.0,2.0,0.11,1.0,0.0,0,0,0,1,0,1,0,0
150.0,3.0,5.0,0.27,1.0,3.0,0,1,0,0,0,1,0,0
200.0,5.0,3.0,0.26,1.0,30.0,0,0,1,0,0,1,0,0
100.0,4.0,1.0,0.16,1.0,341.0,0,0,1,0,0,0,1,0
142.0,30.0,8.0,0.42,91.0,281.0,0,0,1,0,0,1,0,0
55.0,2.0,25.0,1.34,1.0,0.0,0,1,0,0,0,0,1,0
50.0,2.0,23.0,1.4,4.0,348.0,0,0,0,1,0,0,1,0
185.0,30.0,0.0,0.0,91.0,0.0,0,0,1,0,0,1,0,0
185.0,1.0,90.0,4.68,2.0,181.0,0,1,0,0,0,1,0,0
45.0,5.0,1.0,0.16,1.0,0.0,0,1,0,0,0,0,1,0
160.0,3.0,37.0,1.95,1.0,71.0,0,1,0,0,0,1,0,0
179.0,1.0,125.0,6.51,1.0,201.0,0,0,1,0,0,1,0,0
55.0,7.0,7.0,0.49,1.0,365.0,0,0,0,1,0,0,1,0
195.0,11.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
74.0,5.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
22.0,2.0,35.0,1.83,1.0,312.0,0,1,0,0,0,1,0,0
175.0,2.0,9.0,0.56,1.0,0.0,0,1,0,0,0,1,0,0
225.0,1.0,16.0,0.86,1.0,1.0,0,1,0,0,0,1,0,0
99.0,5.0,2.0,0.1,1.0,0.0,0,0,1,0,0,0,1,0
150.0,2.0,51.0,2.65,2.0,231.0,0,1,0,0,0,1,0,0
100.0,2.0,2.0,0.11,1.0,95.0,0,1,0,0,0,1,0,0
88.0,3.0,4.0,0.21,1.0,0.0,0,1,0,0,0,1,0,0
29.0,5.0,11.0,0.59,1.0,156.0,0,0,0,1,0,0,1,0
400.0,4.0,1.0,0.05,1.0,0.0,0,1,0,0,0,1,0,0
85.0,30.0,10.0,0.63,1.0,2.0,0,1,0,0,0,1,0,0
140.0,30.0,0.0,0.0,8.0,0.0,0,0,1,0,0,1,0,0
65.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
150.0,1.0,43.0,2.32,1.0,267.0,0,1,0,0,0,1,0,0
70.0,21.0,7.0,0.38,1.0,156.0,0,0,1,0,0,1,0,0
250.0,4.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
99.0,4.0,16.0,0.87,1.0,130.0,0,0,1,0,0,0,1,0
45.0,1.0,8.0,0.53,4.0,347.0,0,0,0,1,0,0,0,1
189.0,7.0,3.0,0.16,1.0,0.0,0,0,1,0,0,1,0,0
70.0,1.0,9.0,0.49,1.0,0.0,0,1,0,0,0,0,1,0
27.0,2.0,4.0,0.23,5.0,0.0,0,1,0,0,0,0,1,0
80.0,4.0,2.0,0.11,1.0,0.0,0,1,0,0,0,0,1,0
450.0,3.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
75.0,14.0,0.0,0.0,2.0,0.0,0,1,0,0,0,0,1,0
175.0,2.0,10.0,0.54,1.0,0.0,0,0,1,0,0,1,0,0
35.0,2.0,4.0,0.21,1.0,0.0,0,1,0,0,0,0,1,0
41.0,7.0,1.0,0.05,1.0,0.0,0,1,0,0,0,0,1,0
50.0,30.0,8.0,0.42,1.0,179.0,0,1,0,0,0,0,0,1
40.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
150.0,7.0,14.0,0.83,1.0,128.0,0,1,0,0,0,1,0,0
400.0,2.0,1.0,0.08,1.0,0.0,0,0,1,0,0,1,0,0
85.0,1.0,6.0,0.31,1.0,0.0,0,0,1,0,0,0,1,0
100.0,5.0,1.0,0.1,1.0,0.0,0,1,0,0,0,0,1,0
150.0,3.0,20.0,1.08,1.0,36.0,0,0,1,0,0,1,0,0
149.0,2.0,3.0,0.34,5.0,354.0,0,0,0,0,1,1,0,0
210.0,6.0,31.0,1.68,2.0,276.0,0,0,1,0,0,1,0,0
150.0,2.0,30.0,1.61,2.0,109.0,0,0,1,0,0,1,0,0
50.0,16.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
350.0,3.0,42.0,2.23,1.0,275.0,0,1,0,0,0,1,0,0
130.0,4.0,25.0,1.35,1.0,0.0,0,0,1,0,0,0,1,0
285.0,3.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
45.0,2.0,1.0,0.05,1.0,0.0,0,1,0,0,0,0,0,1
30.0,1.0,3.0,0.16,1.0,0.0,1,0,0,0,0,0,1,0
50.0,2.0,42.0,2.28,2.0,53.0,0,1,0,0,0,0,1,0
50.0,1.0,43.0,2.26,3.0,89.0,0,1,0,0,0,0,1,0
250.0,6.0,1.0,0.08,1.0,55.0,0,0,1,0,0,0,1,0
110.0,7.0,2.0,0.2,1.0,0.0,0,0,1,0,0,1,0,0
125.0,2.0,31.0,1.65,2.0,62.0,0,0,0,1,0,1,0,0
80.0,2.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
70.0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,1,0
150.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
53.0,3.0,7.0,0.38,1.0,0.0,0,0,1,0,0,0,0,1
55.0,4.0,18.0,0.99,1.0,0.0,0,1,0,0,0,0,1,0
647.0,5.0,4.0,0.25,1.0,166.0,0,1,0,0,0,1,0,0
95.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0
109.0,4.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0
485.0,4.0,1.0,0.05,1.0,0.0,0,0,1,0,0,1,0,0
160.0,5.0,15.0,0.97,1.0,83.0,0,1,0,0,0,1,0,0
150.0,1.0,14.0,0.76,3.0,353.0,0,0,1,0,0,1,0,0
200.0,3.0,43.0,2.34,1.0,63.0,0,0,1,0,0,1,0,0
58.0,4.0,9.0,0.48,1.0,0.0,0,1,0,0,0,0,1,0
109.0,2.0,76.0,3.95,1.0,4.0,0,0,1,0,0,1,0,0
75.0,1.0,45.0,2.34,1.0,7.0,0,0,1,0,0,0,1,0
50.0,1.0,1.0,0.05,1.0,0.0,0,0,1,0,0,0,1,0
215.0,4.0,2.0,0.11,1.0,0.0,0,0,1,0,0,1,0,0
249.0,6.0,40.0,2.35,1.0,293.0,0,0,1,0,0,1,0,0
200.0,30.0,0.0,0.0,91.0,310.0,0,0,1,0,0,1,0,0
56.0,1.0,12.0,0.65,4.0,348.0,0,1,0,0,0,0,1,0
120.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0
127.0,3.0,9.0,0.49,2.0,34.0,0,1,0,0,0,1,0,0
83.0,3.0,77.0,4.05,2.0,22.0,0,0,0,1,0,1,0,0
290.0,3.0,4.0,0.39,4.0,364.0,0,1,0,0,0,1,0,0
150.0,13.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0
39.0,1.0,43.0,2.28,2.0,351.0,0,0,0,1,0,0,1,0
27.0,60.0,1.0,0.05,1.0,0.0,0,0,0,1,0,0,0,1
56.0,1.0,12.0,0.65,4.0,333.0,0,1,0,0,0,0,1,0
200.0,6.0,4.0,0.34,1.0,5.0,0,0,1,0,0,1,0,0
65.0,2.0,47.0,2.52,1.0,0.0,1,0,0,0,0,1,0,0
50.0,2.0,2.0,0.1,1.0,0.0,0,1,0,0,0,0,1,0
195.0,2.0,65.0,3.51,1.0,236.0,0,1,0,0,0,1,0,0
625.0,2.0,10.0,0.59,1.0,0.0,0,0,1,0,0,1,0,0
69.0,4.0,4.0,0.21,1.0,0.0,0,0,1,0,0,0,1,0
125.0,2.0,31.0,1.67,1.0,24.0,0,1,0,0,0,1,0,0
160.0,2.0,1.0,0.05,1.0,0.0,0,1,0,0,0,1,0,0
195.0,3.0,20.0,1.27,1.0,217.0,0,0,1,0,0,1,0,0
250.0,4.0,1.0,0.05,1.0,0.0,0,1,0,0,0,1,0,0
125.0,2.0,5.0,0.26,1.0,0.0,0,0,1,0,0,1,0,0
100.0,4.0,1.0,0.06,2.0,0.0,0,1,0,0,0,0,1,0
180.0,2.0,19.0,0.99,2.0,15.0,0,1,0,0,0,1,0,0
175.0,4.0,3.0,0.18,1.0,0.0,0,0,1,0,0,1,0,0
90.0,2.0,5.0,0.33,1.0,0.0,0,1,0,0,0,0,1,0
50.0,2.0,67.0,3.54,2.0,20.0,0,0,1,0,0,0,1,0
200.0,6.0,32.0,1.73,2.0,251.0,0,0,1,0,0,1,0,0
90.0,4.0,11.0,0.59,1.0,3.0,0,1,0,0,0,1,0,0
70.0,1.0,87.0,4.58,1.0,8.0,0,1,0,0,0,0,1,0
115.0,3.0,4.0,0.22,1.0,0.0,0,1,0,0,0,1,0,0
75.0,3.0,18.0,0.96,1.0,0.0,0,0,1,0,0,0,1,0
190.0,30.0,4.0,0.63,25.0,363.0,0,0,1,0,0,1,0,0
200.0,30.0,1.0,0.11,25.0,0.0,0,0,1,0,0,1,0,0
125.0,1.0,12.0,0.68,3.0,89.0,0,1,0,0,0,0,1,0
33.0,6.0,29.0,1.53,2.0,32.0,0,1,0,0,0,0,1,0
130.0,2.0,15.0,0.82,1.0,0.0,0,1,0,0,0,1,0,0
149.0,4.0,3.0,0.32,1.0,0.0,0,0,1,0,0,1,0,0
195.0,3.0,2.0,0.11,1.0,0.0,0,0,1,0,0,1,0,0
105.0,2.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0
40.0,2.0,7.0,0.39,5.0,299.0,0,1,0,0,0,0,0,1
28.0,2.0,1.0,0.05,1.0,0.0,0,1,0,0,0,0,1,0
45.0,7.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
68.0,1.0,62.0,3.33,2.0,179.0,0,1,0,0,0,1,0,0
150.0,6.0,57.0,3.1,2.0,128.0,0,1,0,0,0,1,0,0
60.0,2.0,0.0,0.0,1.0,173.0,0,1,0,0,0,0,1,0
260.0,1.0,86.0,4.59,1.0,259.0,0,0,1,0,0,1,0,0
79.0,1.0,63.0,3.28,3.0,51.0,0,0,1,0,0,0,1,0
130.0,4.0,33.0,1.76,1.0,354.0,0,0,1,0,0,1,0,0
90.0,5.0,21.0,1.1,1.0,83.0,0,0,1,0,0,1,0,0
250.0,4.0,1.0,0.05,1.0,0.0,0,0,1,0,0,1,0,0
100.0,4.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0
55.0,3.0,58.0,3.02,1.0,57.0,0,1,0,0,0,1,0,0
280.0,2.0,69.0,3.68,1.0,307.0,0,0,0,1,0,1,0,0
43.0,3.0,3.0,0.16,1.0,0.0,0,1,0,0,0,0,1,0
200.0,3.0,14.0,0.73,2.0,0.0,0,0,1,0,0,1,0,0
41.0,2.0,2.0,0.11,1.0,0.0,0,0,0,1,0,0,1,0
89.0,2.0,3.0,0.77,1.0,25.0,0,1,0,0,0,1,0,0
50.0,3.0,15.0,0.8,1.0,0.0,0,1,0,0,0,0,1,0
85.0,3.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0
42.0,1.0,92.0,4.9,4.0,80.0,0,1,0,0,0,0,1,0
85.0,2.0,34.0,2.12,1.0,127.0,0,1,0,0,0,0,1,0
45.0,2.0,31.0,1.63,3.0,0.0,0,1,0,0,0,0,1,0
